participant_id,experiment_trial,trial,product,frame,rt_ms,rating,smart_shopper,check_utilitarian,check_hedonic,check_equal_value,check_understanding,age,gender,loyalty_freq,online_freq,retail_freq,loyalty_programs,self_report_choice,attention_check,loyalty_programs_clean,lp_cashback,lp_punch_card,lp_subscription,lp_points,lp_tiered,lp_other,loyalty_program_count,product_type
100,0,9,Shampoo,discount,4530,2,3,5,1,1,5,21-25,Female,4,5,5,Point-based (e.g: spend €100 --> get €10 points),Discounts,aquamarine,point-based (e.g: spend €100 --> get €10 points),0,0,0,1,0,0,1,utilitarian
107,0,0,Salt,discount,17076,3,1,5,3,5,5,21-25,Male,4,4,4,"Paid subscription (e.g: annual fee --> free shipping, early access, free trials), Point-based (e.g: spend €100 --> get €10 points), Tiered-based (e.g: bronze --> silver --> gold)",Points,aquamarine,"paid subscription (e.g: annual fee --> free shipping, early access, free trials), point-based (e.g: spend €100 --> get €10 points), tiered-based (e.g: bronze --> silver --> gold)",0,0,1,1,1,0,3,hedonic
107,0,1,Bleach,points,18997,4,1,5,3,5,5,21-25,Male,4,4,4,"Paid subscription (e.g: annual fee --> free shipping, early access, free trials), Point-based (e.g: spend €100 --> get €10 points), Tiered-based (e.g: bronze --> silver --> gold)",Points,aquamarine,"paid subscription (e.g: annual fee --> free shipping, early access, free trials), point-based (e.g: spend €100 --> get €10 points), tiered-based (e.g: bronze --> silver --> gold)",0,0,1,1,1,0,3,utilitarian
107,0,2,Candy Pack,discount,10849,4,1,5,3,5,5,21-25,Male,4,4,4,"Paid subscription (e.g: annual fee --> free shipping, early access, free trials), Point-based (e.g: spend €100 --> get €10 points), Tiered-based (e.g: bronze --> silver --> gold)",Points,aquamarine,"paid subscription (e.g: annual fee --> free shipping, early access, free trials), point-based (e.g: spend €100 --> get €10 points), tiered-based (e.g: bronze --> silver --> gold)",0,0,1,1,1,0,3,hedonic
107,0,3,Juice,discount,30776,5,1,5,3,5,5,21-25,Male,4,4,4,"Paid subscription (e.g: annual fee --> free shipping, early access, free trials), Point-based (e.g: spend €100 --> get €10 points), Tiered-based (e.g: bronze --> silver --> gold)",Points,aquamarine,"paid subscription (e.g: annual fee --> free shipping, early access, free trials), point-based (e.g: spend €100 --> get €10 points), tiered-based (e.g: bronze --> silver --> gold)",0,0,1,1,1,0,3,hedonic
107,0,4,Shampoo,discount,16320,4,1,5,3,5,5,21-25,Male,4,4,4,"Paid subscription (e.g: annual fee --> free shipping, early access, free trials), Point-based (e.g: spend €100 --> get €10 points), Tiered-based (e.g: bronze --> silver --> gold)",Points,aquamarine,"paid subscription (e.g: annual fee --> free shipping, early access, free trials), point-based (e.g: spend €100 --> get €10 points), tiered-based (e.g: bronze --> silver --> gold)",0,0,1,1,1,0,3,utilitarian
107,0,5,Nutella,points,18572,4,1,5,3,5,5,21-25,Male,4,4,4,"Paid subscription (e.g: annual fee --> free shipping, early access, free trials), Point-based (e.g: spend €100 --> get €10 points), Tiered-based (e.g: bronze --> silver --> gold)",Points,aquamarine,"paid subscription (e.g: annual fee --> free shipping, early access, free trials), point-based (e.g: spend €100 --> get €10 points), tiered-based (e.g: bronze --> silver --> gold)",0,0,1,1,1,0,3,hedonic
107,0,6,Soap,discount,9653,3,1,5,3,5,5,21-25,Male,4,4,4,"Paid subscription (e.g: annual fee --> free shipping, early access, free trials), Point-based (e.g: spend €100 --> get €10 points), Tiered-based (e.g: bronze --> silver --> gold)",Points,aquamarine,"paid subscription (e.g: annual fee --> free shipping, early access, free trials), point-based (e.g: spend €100 --> get €10 points), tiered-based (e.g: bronze --> silver --> gold)",0,0,1,1,1,0,3,utilitarian
107,0,7,Coffee,points,25972,3,1,5,3,5,5,21-25,Male,4,4,4,"Paid subscription (e.g: annual fee --> free shipping, early access, free trials), Point-based (e.g: spend €100 --> get €10 points), Tiered-based (e.g: bronze --> silver --> gold)",Points,aquamarine,"paid subscription (e.g: annual fee --> free shipping, early access, free trials), point-based (e.g: spend €100 --> get €10 points), tiered-based (e.g: bronze --> silver --> gold)",0,0,1,1,1,0,3,hedonic
107,0,8,Toilet Paper,discount,21028,2,1,5,3,5,5,21-25,Male,4,4,4,"Paid subscription (e.g: annual fee --> free shipping, early access, free trials), Point-based (e.g: spend €100 --> get €10 points), Tiered-based (e.g: bronze --> silver --> gold)",Points,aquamarine,"paid subscription (e.g: annual fee --> free shipping, early access, free trials), point-based (e.g: spend €100 --> get €10 points), tiered-based (e.g: bronze --> silver --> gold)",0,0,1,1,1,0,3,utilitarian
107,0,9,Cleanser,discount,22722,2,1,5,3,5,5,21-25,Male,4,4,4,"Paid subscription (e.g: annual fee --> free shipping, early access, free trials), Point-based (e.g: spend €100 --> get €10 points), Tiered-based (e.g: bronze --> silver --> gold)",Points,aquamarine,"paid subscription (e.g: annual fee --> free shipping, early access, free trials), point-based (e.g: spend €100 --> get €10 points), tiered-based (e.g: bronze --> silver --> gold)",0,0,1,1,1,0,3,utilitarian
104,0,0,Bleach,discount,29197,4,5,5,2,5,5,21-25,Male,4,3,5,"Cashback  (e.g: spend €100 --> get €5 back), Paid subscription (e.g: annual fee --> free shipping, early access, free trials), Point-based (e.g: spend €100 --> get €10 points)",Discounts,aquamarine,"cashback  (e.g: spend €100 --> get €5 back), paid subscription (e.g: annual fee --> free shipping, early access, free trials), point-based (e.g: spend €100 --> get €10 points)",1,0,1,1,0,0,3,utilitarian
104,0,1,Candy Pack,discount,17668,4,5,5,2,5,5,21-25,Male,4,3,5,"Cashback  (e.g: spend €100 --> get €5 back), Paid subscription (e.g: annual fee --> free shipping, early access, free trials), Point-based (e.g: spend €100 --> get €10 points)",Discounts,aquamarine,"cashback  (e.g: spend €100 --> get €5 back), paid subscription (e.g: annual fee --> free shipping, early access, free trials), point-based (e.g: spend €100 --> get €10 points)",1,0,1,1,0,0,3,hedonic
104,0,2,Cleanser,discount,7458,4,5,5,2,5,5,21-25,Male,4,3,5,"Cashback  (e.g: spend €100 --> get €5 back), Paid subscription (e.g: annual fee --> free shipping, early access, free trials), Point-based (e.g: spend €100 --> get €10 points)",Discounts,aquamarine,"cashback  (e.g: spend €100 --> get €5 back), paid subscription (e.g: annual fee --> free shipping, early access, free trials), point-based (e.g: spend €100 --> get €10 points)",1,0,1,1,0,0,3,utilitarian
104,0,3,Salt,discount,12292,5,5,5,2,5,5,21-25,Male,4,3,5,"Cashback  (e.g: spend €100 --> get €5 back), Paid subscription (e.g: annual fee --> free shipping, early access, free trials), Point-based (e.g: spend €100 --> get €10 points)",Discounts,aquamarine,"cashback  (e.g: spend €100 --> get €5 back), paid subscription (e.g: annual fee --> free shipping, early access, free trials), point-based (e.g: spend €100 --> get €10 points)",1,0,1,1,0,0,3,hedonic
104,0,4,Toilet Paper,discount,12903,5,5,5,2,5,5,21-25,Male,4,3,5,"Cashback  (e.g: spend €100 --> get €5 back), Paid subscription (e.g: annual fee --> free shipping, early access, free trials), Point-based (e.g: spend €100 --> get €10 points)",Discounts,aquamarine,"cashback  (e.g: spend €100 --> get €5 back), paid subscription (e.g: annual fee --> free shipping, early access, free trials), point-based (e.g: spend €100 --> get €10 points)",1,0,1,1,0,0,3,utilitarian
104,0,5,Coffee,discount,8292,5,5,5,2,5,5,21-25,Male,4,3,5,"Cashback  (e.g: spend €100 --> get €5 back), Paid subscription (e.g: annual fee --> free shipping, early access, free trials), Point-based (e.g: spend €100 --> get €10 points)",Discounts,aquamarine,"cashback  (e.g: spend €100 --> get €5 back), paid subscription (e.g: annual fee --> free shipping, early access, free trials), point-based (e.g: spend €100 --> get €10 points)",1,0,1,1,0,0,3,hedonic
104,0,6,Shampoo,discount,9075,4,5,5,2,5,5,21-25,Male,4,3,5,"Cashback  (e.g: spend €100 --> get €5 back), Paid subscription (e.g: annual fee --> free shipping, early access, free trials), Point-based (e.g: spend €100 --> get €10 points)",Discounts,aquamarine,"cashback  (e.g: spend €100 --> get €5 back), paid subscription (e.g: annual fee --> free shipping, early access, free trials), point-based (e.g: spend €100 --> get €10 points)",1,0,1,1,0,0,3,utilitarian
104,0,7,Soap,discount,5369,5,5,5,2,5,5,21-25,Male,4,3,5,"Cashback  (e.g: spend €100 --> get €5 back), Paid subscription (e.g: annual fee --> free shipping, early access, free trials), Point-based (e.g: spend €100 --> get €10 points)",Discounts,aquamarine,"cashback  (e.g: spend €100 --> get €5 back), paid subscription (e.g: annual fee --> free shipping, early access, free trials), point-based (e.g: spend €100 --> get €10 points)",1,0,1,1,0,0,3,utilitarian
104,0,8,Nutella,discount,5931,4,5,5,2,5,5,21-25,Male,4,3,5,"Cashback  (e.g: spend €100 --> get €5 back), Paid subscription (e.g: annual fee --> free shipping, early access, free trials), Point-based (e.g: spend €100 --> get €10 points)",Discounts,aquamarine,"cashback  (e.g: spend €100 --> get €5 back), paid subscription (e.g: annual fee --> free shipping, early access, free trials), point-based (e.g: spend €100 --> get €10 points)",1,0,1,1,0,0,3,hedonic
104,0,9,Juice,discount,9208,5,5,5,2,5,5,21-25,Male,4,3,5,"Cashback  (e.g: spend €100 --> get €5 back), Paid subscription (e.g: annual fee --> free shipping, early access, free trials), Point-based (e.g: spend €100 --> get €10 points)",Discounts,aquamarine,"cashback  (e.g: spend €100 --> get €5 back), paid subscription (e.g: annual fee --> free shipping, early access, free trials), point-based (e.g: spend €100 --> get €10 points)",1,0,1,1,0,0,3,hedonic
111,0,0,Soap,points,15703,4,4,4,3,4,4,26-30,Female,3,3,3,"Cashback  (e.g: spend €100 --> get €5 back), Paid subscription (e.g: annual fee --> free shipping, early access, free trials), Tiered-based (e.g: bronze --> silver --> gold)",Discounts,aquamarine,"cashback  (e.g: spend €100 --> get €5 back), paid subscription (e.g: annual fee --> free shipping, early access, free trials), tiered-based (e.g: bronze --> silver --> gold)",1,0,1,0,1,0,3,utilitarian
111,0,1,Candy Pack,discount,9305,4,4,4,3,4,4,26-30,Female,3,3,3,"Cashback  (e.g: spend €100 --> get €5 back), Paid subscription (e.g: annual fee --> free shipping, early access, free trials), Tiered-based (e.g: bronze --> silver --> gold)",Discounts,aquamarine,"cashback  (e.g: spend €100 --> get €5 back), paid subscription (e.g: annual fee --> free shipping, early access, free trials), tiered-based (e.g: bronze --> silver --> gold)",1,0,1,0,1,0,3,hedonic
111,0,2,Toilet Paper,discount,11694,4,4,4,3,4,4,26-30,Female,3,3,3,"Cashback  (e.g: spend €100 --> get €5 back), Paid subscription (e.g: annual fee --> free shipping, early access, free trials), Tiered-based (e.g: bronze --> silver --> gold)",Discounts,aquamarine,"cashback  (e.g: spend €100 --> get €5 back), paid subscription (e.g: annual fee --> free shipping, early access, free trials), tiered-based (e.g: bronze --> silver --> gold)",1,0,1,0,1,0,3,utilitarian
111,0,3,Bleach,discount,17723,3,4,4,3,4,4,26-30,Female,3,3,3,"Cashback  (e.g: spend €100 --> get €5 back), Paid subscription (e.g: annual fee --> free shipping, early access, free trials), Tiered-based (e.g: bronze --> silver --> gold)",Discounts,aquamarine,"cashback  (e.g: spend €100 --> get €5 back), paid subscription (e.g: annual fee --> free shipping, early access, free trials), tiered-based (e.g: bronze --> silver --> gold)",1,0,1,0,1,0,3,utilitarian
111,0,4,Coffee,points,15930,4,4,4,3,4,4,26-30,Female,3,3,3,"Cashback  (e.g: spend €100 --> get €5 back), Paid subscription (e.g: annual fee --> free shipping, early access, free trials), Tiered-based (e.g: bronze --> silver --> gold)",Discounts,aquamarine,"cashback  (e.g: spend €100 --> get €5 back), paid subscription (e.g: annual fee --> free shipping, early access, free trials), tiered-based (e.g: bronze --> silver --> gold)",1,0,1,0,1,0,3,hedonic
111,0,5,Juice,discount,7278,4,4,4,3,4,4,26-30,Female,3,3,3,"Cashback  (e.g: spend €100 --> get €5 back), Paid subscription (e.g: annual fee --> free shipping, early access, free trials), Tiered-based (e.g: bronze --> silver --> gold)",Discounts,aquamarine,"cashback  (e.g: spend €100 --> get €5 back), paid subscription (e.g: annual fee --> free shipping, early access, free trials), tiered-based (e.g: bronze --> silver --> gold)",1,0,1,0,1,0,3,hedonic
111,0,6,Shampoo,points,5486,4,4,4,3,4,4,26-30,Female,3,3,3,"Cashback  (e.g: spend €100 --> get €5 back), Paid subscription (e.g: annual fee --> free shipping, early access, free trials), Tiered-based (e.g: bronze --> silver --> gold)",Discounts,aquamarine,"cashback  (e.g: spend €100 --> get €5 back), paid subscription (e.g: annual fee --> free shipping, early access, free trials), tiered-based (e.g: bronze --> silver --> gold)",1,0,1,0,1,0,3,utilitarian
111,0,7,Cleanser,discount,13181,3,4,4,3,4,4,26-30,Female,3,3,3,"Cashback  (e.g: spend €100 --> get €5 back), Paid subscription (e.g: annual fee --> free shipping, early access, free trials), Tiered-based (e.g: bronze --> silver --> gold)",Discounts,aquamarine,"cashback  (e.g: spend €100 --> get €5 back), paid subscription (e.g: annual fee --> free shipping, early access, free trials), tiered-based (e.g: bronze --> silver --> gold)",1,0,1,0,1,0,3,utilitarian
111,0,8,Salt,discount,8236,2,4,4,3,4,4,26-30,Female,3,3,3,"Cashback  (e.g: spend €100 --> get €5 back), Paid subscription (e.g: annual fee --> free shipping, early access, free trials), Tiered-based (e.g: bronze --> silver --> gold)",Discounts,aquamarine,"cashback  (e.g: spend €100 --> get €5 back), paid subscription (e.g: annual fee --> free shipping, early access, free trials), tiered-based (e.g: bronze --> silver --> gold)",1,0,1,0,1,0,3,hedonic
111,0,9,Nutella,discount,9555,4,4,4,3,4,4,26-30,Female,3,3,3,"Cashback  (e.g: spend €100 --> get €5 back), Paid subscription (e.g: annual fee --> free shipping, early access, free trials), Tiered-based (e.g: bronze --> silver --> gold)",Discounts,aquamarine,"cashback  (e.g: spend €100 --> get €5 back), paid subscription (e.g: annual fee --> free shipping, early access, free trials), tiered-based (e.g: bronze --> silver --> gold)",1,0,1,0,1,0,3,hedonic
119,0,0,Juice,discount,20520,4,3,4,4,3,4,31-35,Male,3,3,5,"Cashback  (e.g: spend €100 --> get €5 back), Paid subscription (e.g: annual fee --> free shipping, early access, free trials), Point-based (e.g: spend €100 --> get €10 points)",Discounts,aquamarine,"cashback  (e.g: spend €100 --> get €5 back), paid subscription (e.g: annual fee --> free shipping, early access, free trials), point-based (e.g: spend €100 --> get €10 points)",1,0,1,1,0,0,3,hedonic
119,0,1,Coffee,discount,17201,4,3,4,4,3,4,31-35,Male,3,3,5,"Cashback  (e.g: spend €100 --> get €5 back), Paid subscription (e.g: annual fee --> free shipping, early access, free trials), Point-based (e.g: spend €100 --> get €10 points)",Discounts,aquamarine,"cashback  (e.g: spend €100 --> get €5 back), paid subscription (e.g: annual fee --> free shipping, early access, free trials), point-based (e.g: spend €100 --> get €10 points)",1,0,1,1,0,0,3,hedonic
119,0,2,Salt,discount,11337,5,3,4,4,3,4,31-35,Male,3,3,5,"Cashback  (e.g: spend €100 --> get €5 back), Paid subscription (e.g: annual fee --> free shipping, early access, free trials), Point-based (e.g: spend €100 --> get €10 points)",Discounts,aquamarine,"cashback  (e.g: spend €100 --> get €5 back), paid subscription (e.g: annual fee --> free shipping, early access, free trials), point-based (e.g: spend €100 --> get €10 points)",1,0,1,1,0,0,3,hedonic
119,0,3,Shampoo,discount,39671,3,3,4,4,3,4,31-35,Male,3,3,5,"Cashback  (e.g: spend €100 --> get €5 back), Paid subscription (e.g: annual fee --> free shipping, early access, free trials), Point-based (e.g: spend €100 --> get €10 points)",Discounts,aquamarine,"cashback  (e.g: spend €100 --> get €5 back), paid subscription (e.g: annual fee --> free shipping, early access, free trials), point-based (e.g: spend €100 --> get €10 points)",1,0,1,1,0,0,3,utilitarian
119,0,4,Soap,discount,21661,4,3,4,4,3,4,31-35,Male,3,3,5,"Cashback  (e.g: spend €100 --> get €5 back), Paid subscription (e.g: annual fee --> free shipping, early access, free trials), Point-based (e.g: spend €100 --> get €10 points)",Discounts,aquamarine,"cashback  (e.g: spend €100 --> get €5 back), paid subscription (e.g: annual fee --> free shipping, early access, free trials), point-based (e.g: spend €100 --> get €10 points)",1,0,1,1,0,0,3,utilitarian
119,0,5,Candy Pack,discount,9257,2,3,4,4,3,4,31-35,Male,3,3,5,"Cashback  (e.g: spend €100 --> get €5 back), Paid subscription (e.g: annual fee --> free shipping, early access, free trials), Point-based (e.g: spend €100 --> get €10 points)",Discounts,aquamarine,"cashback  (e.g: spend €100 --> get €5 back), paid subscription (e.g: annual fee --> free shipping, early access, free trials), point-based (e.g: spend €100 --> get €10 points)",1,0,1,1,0,0,3,hedonic
119,0,6,Nutella,discount,9667,3,3,4,4,3,4,31-35,Male,3,3,5,"Cashback  (e.g: spend €100 --> get €5 back), Paid subscription (e.g: annual fee --> free shipping, early access, free trials), Point-based (e.g: spend €100 --> get €10 points)",Discounts,aquamarine,"cashback  (e.g: spend €100 --> get €5 back), paid subscription (e.g: annual fee --> free shipping, early access, free trials), point-based (e.g: spend €100 --> get €10 points)",1,0,1,1,0,0,3,hedonic
119,0,7,Cleanser,discount,11497,3,3,4,4,3,4,31-35,Male,3,3,5,"Cashback  (e.g: spend €100 --> get €5 back), Paid subscription (e.g: annual fee --> free shipping, early access, free trials), Point-based (e.g: spend €100 --> get €10 points)",Discounts,aquamarine,"cashback  (e.g: spend €100 --> get €5 back), paid subscription (e.g: annual fee --> free shipping, early access, free trials), point-based (e.g: spend €100 --> get €10 points)",1,0,1,1,0,0,3,utilitarian
119,0,8,Toilet Paper,discount,22447,5,3,4,4,3,4,31-35,Male,3,3,5,"Cashback  (e.g: spend €100 --> get €5 back), Paid subscription (e.g: annual fee --> free shipping, early access, free trials), Point-based (e.g: spend €100 --> get €10 points)",Discounts,aquamarine,"cashback  (e.g: spend €100 --> get €5 back), paid subscription (e.g: annual fee --> free shipping, early access, free trials), point-based (e.g: spend €100 --> get €10 points)",1,0,1,1,0,0,3,utilitarian
119,0,9,Bleach,discount,13293,4,3,4,4,3,4,31-35,Male,3,3,5,"Cashback  (e.g: spend €100 --> get €5 back), Paid subscription (e.g: annual fee --> free shipping, early access, free trials), Point-based (e.g: spend €100 --> get €10 points)",Discounts,aquamarine,"cashback  (e.g: spend €100 --> get €5 back), paid subscription (e.g: annual fee --> free shipping, early access, free trials), point-based (e.g: spend €100 --> get €10 points)",1,0,1,1,0,0,3,utilitarian
114,0,0,Soap,points,22605,4,5,4,4,2,5,21-25,Male,5,4,5,Cashback  (e.g: spend €100 --> get €5 back),Points,aquamarine,cashback  (e.g: spend €100 --> get €5 back),1,0,0,0,0,0,1,utilitarian
114,0,1,Toilet Paper,points,12305,4,5,4,4,2,5,21-25,Male,5,4,5,Cashback  (e.g: spend €100 --> get €5 back),Points,aquamarine,cashback  (e.g: spend €100 --> get €5 back),1,0,0,0,0,0,1,utilitarian
114,0,2,Juice,discount,8859,4,5,4,4,2,5,21-25,Male,5,4,5,Cashback  (e.g: spend €100 --> get €5 back),Points,aquamarine,cashback  (e.g: spend €100 --> get €5 back),1,0,0,0,0,0,1,hedonic
114,0,3,Shampoo,points,6613,4,5,4,4,2,5,21-25,Male,5,4,5,Cashback  (e.g: spend €100 --> get €5 back),Points,aquamarine,cashback  (e.g: spend €100 --> get €5 back),1,0,0,0,0,0,1,utilitarian
114,0,4,Nutella,points,6389,5,5,4,4,2,5,21-25,Male,5,4,5,Cashback  (e.g: spend €100 --> get €5 back),Points,aquamarine,cashback  (e.g: spend €100 --> get €5 back),1,0,0,0,0,0,1,hedonic
114,0,5,Bleach,points,5570,5,5,4,4,2,5,21-25,Male,5,4,5,Cashback  (e.g: spend €100 --> get €5 back),Points,aquamarine,cashback  (e.g: spend €100 --> get €5 back),1,0,0,0,0,0,1,utilitarian
114,0,6,Cleanser,discount,4751,3,5,4,4,2,5,21-25,Male,5,4,5,Cashback  (e.g: spend €100 --> get €5 back),Points,aquamarine,cashback  (e.g: spend €100 --> get €5 back),1,0,0,0,0,0,1,utilitarian
114,0,7,Salt,points,6360,4,5,4,4,2,5,21-25,Male,5,4,5,Cashback  (e.g: spend €100 --> get €5 back),Points,aquamarine,cashback  (e.g: spend €100 --> get €5 back),1,0,0,0,0,0,1,hedonic
114,0,8,Candy Pack,points,4820,4,5,4,4,2,5,21-25,Male,5,4,5,Cashback  (e.g: spend €100 --> get €5 back),Points,aquamarine,cashback  (e.g: spend €100 --> get €5 back),1,0,0,0,0,0,1,hedonic
114,0,9,Coffee,points,5514,4,5,4,4,2,5,21-25,Male,5,4,5,Cashback  (e.g: spend €100 --> get €5 back),Points,aquamarine,cashback  (e.g: spend €100 --> get €5 back),1,0,0,0,0,0,1,hedonic
